@id,@type,rdfs:label
ndc9:193.32,skos:Concept,聖書--詩歌書--ヨブ記
ndc9:193.33,skos:Concept,聖書--詩歌書--詩篇
ndc9:193.34,skos:Concept,聖書--詩歌書--箴言
ndc9:193.35,skos:Concept,聖書--詩歌書--伝道の書
ndc9:193.36,skos:Concept,聖書--詩歌書--雅歌
ndc9:193.37,skos:Concept,聖書--詩歌書--知恵の書
ndc9:193.4,skos:Concept,聖書--予言書
ndc9:193.41,skos:Concept,聖書--予言書--イザヤ書
ndc9:193.42,skos:Concept,聖書--予言書--エレミヤ書
ndc9:193.43,skos:Concept,聖書--予言書--エレミヤの哀歌
ndc9:193.44,skos:Concept,聖書--予言書--エゼキエル書
ndc9:193.45,skos:Concept,聖書--予言書--ダニエル書
ndc9:193.46,skos:Concept,聖書--予言書--小予言書［12人の書］
ndc9:193.5,skos:Concept,聖書--新約聖書
ndc9:193.6,skos:Concept,聖書--福音書
ndc9:193.61,skos:Concept,聖書--福音書--マタイ福音書
ndc9:193.62,skos:Concept,聖書--福音書--マルコ福音書
ndc9:193.63,skos:Concept,聖書--福音書--ルカ福音書
ndc9:193.64,skos:Concept,聖書--福音書--ヨハネ福音書
ndc9:193.69,skos:Concept,聖書--福音書--使徒行伝
ndc9:193.7,skos:Concept,聖書--使徒の書簡
ndc9:193.71,skos:Concept,聖書--使徒の書簡--パウロの書簡．パウロ神学
ndc9:193.72,skos:Concept,聖書--使徒の書簡--牧会書簡：テモテ書，テトス書
ndc9:193.73,skos:Concept,聖書--使徒の書簡--ピレモン書
ndc9:193.74,skos:Concept,聖書--使徒の書簡--ヘブライ書
ndc9:193.76,skos:Concept,聖書--使徒の書簡--ヤコブ書
ndc9:193.77,skos:Concept,聖書--使徒の書簡--ペテロ書
ndc9:193.78,skos:Concept,聖書--使徒の書簡--ヨハネ書
ndc9:193.79,skos:Concept,聖書--使徒の書簡--ユダ書
ndc9:193.8,skos:Concept,聖書--ヨハネ黙示録
ndc9:193.9,skos:Concept,聖書--聖書外典．偽典
ndc9:195.1,skos:Concept,教会．聖職--教会と国家
ndc9:195.2,skos:Concept,教会．聖職--教会政治．教区．教会法
ndc9:195.3,skos:Concept,教会．聖職--教会．礼拝堂
ndc9:195.6,skos:Concept,教会．聖職--教会経済．教会財政．教会管理
ndc9:195.7,skos:Concept,教会．聖職--司教．司祭．牧師
ndc9:195.8,skos:Concept,教会．聖職--修道院
ndc9:196.1,skos:Concept,典礼．祭式．礼拝--ミサ．礼拝．祈祷書
ndc9:196.2,skos:Concept,典礼．祭式．礼拝--安息日．日曜日
ndc9:196.3,skos:Concept,典礼．祭式．礼拝--サクラメント［秘跡］．聖礼典
ndc9:196.31,skos:Concept,典礼．祭式．礼拝--サクラメント［秘跡］．聖礼典--洗礼
ndc9:196.32,skos:Concept,典礼．祭式．礼拝--サクラメント［秘跡］．聖礼典--堅振礼［按手礼］
ndc9:196.33,skos:Concept,典礼．祭式．礼拝--サクラメント［秘跡］．聖礼典--聖体拝領［聖餐］
ndc9:196.34,skos:Concept,典礼．祭式．礼拝--サクラメント［秘跡］．聖礼典--叙品式
ndc9:196.35,skos:Concept,典礼．祭式．礼拝--サクラメント［秘跡］．聖礼典--結婚式
ndc9:196.36,skos:Concept,典礼．祭式．礼拝--サクラメント［秘跡］．聖礼典--悔悛．懴悔
ndc9:196.37,skos:Concept,典礼．祭式．礼拝--サクラメント［秘跡］．聖礼典--終油
ndc9:196.39,skos:Concept,典礼．祭式．礼拝--サクラメント［秘跡］．聖礼典--その他
ndc9:196.4,skos:Concept,典礼．祭式．礼拝--聖具．聖器
ndc9:196.5,skos:Concept,典礼．祭式．礼拝--讃美歌
ndc9:196.7,skos:Concept,典礼．祭式．礼拝--キリスト教芸術
ndc9:196.8,skos:Concept,典礼．祭式．礼拝--信心行．禁欲苦行．巡礼
ndc9:196.9,skos:Concept,典礼．祭式．礼拝--家族礼拝．家庭的信行
ndc9:197.6,skos:Concept,布教．伝道--キリスト教の社会事業
ndc9:197.7,skos:Concept,布教．伝道--キリスト教の教育事業．日曜学校
ndc9:198.1,skos:Concept,各教派．教会史--原始キリスト教会．使徒教会
ndc9:198.15,skos:Concept,各教派．教会史--東洋の教会
ndc9:198.16,skos:Concept,各教派．教会史--東洋の教会--アルメニア教会
ndc9:198.17,skos:Concept,各教派．教会史--東洋の教会--コプト教会．アビシニア教会
ndc9:198.18,skos:Concept,各教派．教会史--東洋の教会--ネストリウス派［景教］
ndc9:198.19,skos:Concept,各教派．教会史--正教会：ロシア正教会，ギリシア正教会［東方教会］
ndc9:198.2,skos:Concept,各教派．教会史--ローマカトリック教［天主公教会］．カトリック教会
ndc9:198.21,skos:Concept,各教派．教会史--ローマカトリック教［天主公教会］．カトリック教会--教義．信条．教理問答書
ndc9:198.22,skos:Concept,各教派．教会史--ローマカトリック教［天主公教会］．カトリック教会--歴史・伝記．迫害史
ndc9:198.221,skos:Concept,（各教派．教会史--歴史・伝記．迫害史--隠れ切支丹，キリシタン，宗門改，踏絵）
ndc9:198.223,skos:Concept,（各教派．教会史--反宗教改革）
ndc9:198.2235,skos:Concept,（各教派．教会史--ジャンセニスム，ガリカニスム）
ndc9:198.24,skos:Concept,各教派．教会史--ローマカトリック教［天主公教会］．カトリック教会--信仰録．説教集
ndc9:198.25,skos:Concept,各教派．教会史--ローマカトリック教［天主公教会］．カトリック教会--教会組織．聖職者．修道院．修道士
ndc9:198.26,skos:Concept,各教派．教会史--ローマカトリック教［天主公教会］．カトリック教会--秘跡．祈祷
ndc9:198.27,skos:Concept,各教派．教会史--ローマカトリック教［天主公教会］．カトリック教会--布教．伝道
ndc9:198.3,skos:Concept,各教派．教会史--プロテスタント．新教
ndc9:198.31,skos:Concept,各教派．教会史--プロテスタント．新教--教義．信条
ndc9:198.32,skos:Concept,各教派．教会史--プロテスタント．新教--歴史．列伝
ndc9:198.33,skos:Concept,各教派．教会史--プロテスタント．新教--聖典
ndc9:198.34,skos:Concept,各教派．教会史--プロテスタント．新教--信仰録．説教集
ndc9:198.35,skos:Concept,各教派．教会史--プロテスタント．新教--教会．聖職
ndc9:198.36,skos:Concept,各教派．教会史--プロテスタント．新教--典礼．儀式
ndc9:198.37,skos:Concept,各教派．教会史--プロテスタント．新教--布教．伝道
ndc9:198.38,skos:Concept,各教派．教会史--プロテスタント．新教--教派：カルヴィン教会，モラビア教会，ルター教会
ndc9:198.385,skos:Concept,各教派．教会史--教派：カルヴィン教会，モラビア教会，ルター教会--ルター教会
ndc9:198.386,skos:Concept,各教派．教会史--教派：カルヴィン教会，モラビア教会，ルター教会--カルヴィン教会
ndc9:198.387,skos:Concept,各教派．教会史--教派：カルヴィン教会，モラビア教会，ルター教会--アルミニウス教会
ndc9:198.388,skos:Concept,各教派．教会史--教派：カルヴィン教会，モラビア教会，ルター教会--敬虔派
ndc9:198.4,skos:Concept,各教派．教会史--監督教会［聖公会］．英国国教会．アングリカン教会
ndc9:198.5,skos:Concept,各教派．教会史--長老派．清教徒．会衆派．組合教会
ndc9:198.6,skos:Concept,各教派．教会史--バプティスト［浸礼派］
ndc9:198.69,skos:Concept,各教派．教会史--アドベンティスト［再臨派］
ndc9:198.7,skos:Concept,各教派．教会史--メソジスト教会
ndc9:198.8,skos:Concept,各教派．教会史--ユニテリアン協会
ndc9:198.9,skos:Concept,各教派．教会史--その他
ndc9:198.92,skos:Concept,各教派．教会史--その他--シェーカー教徒
ndc9:198.93,skos:Concept,各教派．教会史--その他--メノ教
ndc9:198.94,skos:Concept,各教派．教会史--その他--クェーカー派
ndc9:198.95,skos:Concept,各教派．教会史--その他--新エルサレム教会
ndc9:198.96,skos:Concept,各教派．教会史--その他--アーヴィング教会
ndc9:198.97,skos:Concept,各教派．教会史--その他--クリスチャン・サイエンス
ndc9:198.979,skos:Concept,各教派．教会史--その他--モルモン宗
ndc9:198.98,skos:Concept,各教派．教会史--その他--救世軍
ndc9:198.99,skos:Concept,各教派．教会史--その他--その他：神智教，無教会主義
ndc9:201.1,skos:Concept,歴史学--歴史理論．歴史哲学
ndc9:201.16,skos:Concept,歴史学--歴史理論．歴史哲学--史学方法論
ndc9:201.2,skos:Concept,歴史学--史学史
ndc9:201.28,skos:Concept,歴史学--史学史--史家．歴史学者＜列伝＞
ndc9:202.3,skos:Concept,歴史補助学--年代学．紀年法
ndc9:202.5,skos:Concept,歴史補助学--考古学
ndc9:202.7,skos:Concept,歴史補助学--古銭学
ndc9:202.8,skos:Concept,歴史補助学--金石学：金石文，金石誌
ndc9:202.9,skos:Concept,歴史補助学--古文書学
ndc9:203.2,skos:Concept,（歴史--参考図書［レファレンス ブック］--世界史年表）
ndc9:203.3,skos:Concept,（歴史--参考図書［レファレンス ブック］--世界史辞典）
ndc9:203.8,skos:Concept,歴史--参考図書［レファレンス ブック］--歴史地図
ndc9:208.8,skos:Concept,（歴史--叢書．全集．選集--史料）
ndc9:209.2,skos:Concept,世界史．文化史--先史時代：石器時代，金属器時代
ndc9:209.3,skos:Concept,世界史．文化史--古代 ―476
ndc9:209.32,skos:Concept,世界史．文化史--古代 ―476--伝説神話時代
ndc9:209.33,skos:Concept,世界史．文化史--古代 ―476--古代オリエント
ndc9:209.36,skos:Concept,世界史．文化史--古代 ―476--エーゲ文明
ndc9:209.4,skos:Concept,世界史．文化史--中世 476―1453
ndc9:209.5,skos:Concept,世界史．文化史--近代 1453―
ndc9:209.6,skos:Concept,世界史．文化史--19世紀
ndc9:209.7,skos:Concept,世界史．文化史--20世紀―
ndc9:209.71,skos:Concept,世界史．文化史--20世紀―--第1次世界大戦 1914―1918
ndc9:209.74,skos:Concept,世界史．文化史--20世紀―--第2次世界大戦 1939―1945
ndc9:209.75,skos:Concept,世界史．文化史--20世紀―--1945―
ndc9:209.8,skos:Concept,（世界史．文化史--世界史--21世紀）
ndc9:210.01,skos:Concept,日本史--国史学．日本史観
ndc9:210.02,skos:Concept,日本史--歴史補助学
ndc9:210.023,skos:Concept,日本史--歴史補助学--年代学．紀年法
ndc9:210.025,skos:Concept,日本史--歴史補助学--考古学
ndc9:210.027,skos:Concept,日本史--歴史補助学--古銭学
ndc9:210.028,skos:Concept,日本史--歴史補助学--金石学：金石文，金石誌
ndc9:210.029,skos:Concept,日本史--歴史補助学--古文書学．花押
ndc9:210.03,skos:Concept,日本史--参考図書［レファレンス ブック］
ndc9:210.038,skos:Concept,日本史--参考図書［レファレンス ブック］--歴史地図
ndc9:210.07,skos:Concept,（日本史--オーラルヒストリー）
ndc9:210.08,skos:Concept,日本史--叢書．全集．選集
ndc9:210.088,skos:Concept,日本史--史料．日記．古文書
ndc9:210.09,skos:Concept,日本史--有職故実．儀式典例
ndc9:210.091,skos:Concept,日本史--有職故実．儀式典例--譲位．践祚．即位．大嘗祭
ndc9:210.092,skos:Concept,日本史--有職故実．儀式典例--元服．年賀
ndc9:210.093,skos:Concept,日本史--有職故実．儀式典例--立太子．立后．女御入内．御産
ndc9:210.094,skos:Concept,日本史--有職故実．儀式典例--大喪．服忌．触穢
ndc9:210.095,skos:Concept,日本史--有職故実．儀式典例--改元
ndc9:210.096,skos:Concept,日本史--有職故実．儀式典例--節会．朝賀
ndc9:210.097,skos:Concept,日本史--有職故実．儀式典例--親王・将軍宣下．任大臣．除目
ndc9:210.098,skos:Concept,日本史--有職故実．儀式典例--供御．膳部．装束．服色．調度．輿車
ndc9:210.099,skos:Concept,日本史--有職故実．儀式典例--御幸啓．御成
ndc9:210.1,skos:Concept,日本史--通史
ndc9:210.12,skos:Concept,日本史--通史--文化史
ndc9:210.17,skos:Concept,日本史--通史--災異史
ndc9:210.18,skos:Concept,日本史--通史--対外交渉史
ndc9:210.19,skos:Concept,日本史--通史--戦争史
ndc9:210.2,skos:Concept,日本史--原始時代
ndc9:210.23,skos:Concept,日本史--原始時代--旧石器時代［先土器時代］
ndc9:210.25,skos:Concept,日本史--原始時代--繩文時代［新石器時代］ 紀元前約1万年―紀元前約200年
ndc9:210.27,skos:Concept,日本史--原始時代--弥生時代 紀元前2世紀―紀元後3世紀
ndc9:210.273,skos:Concept,日本史--弥生時代 紀元前2世紀―紀元後3世紀--邪馬台国
ndc9:210.3,skos:Concept,日本史--古代 4世紀―1192
ndc9:210.32,skos:Concept,日本史--古代 4世紀―1192--大和時代 4世紀―645：氏姓国家時代，古墳時代
ndc9:210.33,skos:Concept,日本史--大和時代 4世紀―645：氏姓国家時代，古墳時代--飛鳥時代 592―645
ndc9:210.34,skos:Concept,日本史--古代 4世紀―1192--大化改新時代 646―710．近江時代
ndc9:210.35,skos:Concept,日本史--古代 4世紀―1192--奈良時代 710―784．天平時代 729―790．律令制
ndc9:210.36,skos:Concept,日本史--古代 4世紀―1192--平安時代 784―1192．平安初期 784―876
ndc9:210.37,skos:Concept,日本史--平安時代 784―1192．平安初期 784―876--藤原時代［摂関時代］．平安中期 876―1068
ndc9:210.38,skos:Concept,日本史--平安時代 784―1192．平安初期 784―876--院政時代．源平時代．平安後期 1068―1166
ndc9:210.39,skos:Concept,日本史--平安時代 784―1192．平安初期 784―876--六波羅時代［平氏時代］ 1166―1192
ndc9:210.4,skos:Concept,日本史--中世 1192―1600：前期封建時代，守護制
ndc9:210.42,skos:Concept,日本史--中世 1192―1600：前期封建時代，守護制--鎌倉時代 1192―1333
ndc9:210.43,skos:Concept,日本史--鎌倉時代 1192―1333--元寇：文永・弘安の役 1274，1281
ndc9:210.44,skos:Concept,日本史--鎌倉時代 1192―1333--正中・元弘の変 1324，1331
ndc9:210.45,skos:Concept,日本史--中世 1192―1600：前期封建時代，守護制--建武中興と南北朝時代 1334―1392
ndc9:210.46,skos:Concept,日本史--中世 1192―1600：前期封建時代，守護制--室町時代［足利時代］ 1392―1573
ndc9:210.47,skos:Concept,日本史--室町時代［足利時代］ 1392―1573--戦国時代 1467―1573
ndc9:210.48,skos:Concept,日本史--中世 1192―1600：前期封建時代，守護制--安土桃山時代 1573―1600
ndc9:210.49,skos:Concept,日本史--安土桃山時代 1573―1600--朝鮮の役：文禄・慶長の役 1592―1593，1597―1598
ndc9:210.5,skos:Concept,日本史--近世 1600―1868．江戸時代．幕藩体制
ndc9:210.52,skos:Concept,日本史--近世 1600―1868．江戸時代．幕藩体制--江戸初期 1600―1709
ndc9:210.55,skos:Concept,日本史--近世 1600―1868．江戸時代．幕藩体制--江戸中期 1709―1830
ndc9:210.58,skos:Concept,日本史--近世 1600―1868．江戸時代．幕藩体制--江戸末期 1830―1868．幕末史
ndc9:210.59,skos:Concept,日本史--江戸末期 1830―1868．幕末史--幕末の対外関係
ndc9:210.5953,skos:Concept,（日本史--モリソン号事件 (1837)）
ndc9:210.6,skos:Concept,日本史--近代 1868―．明治時代 1868―1912
ndc9:210.61,skos:Concept,日本史--近代 1868―．明治時代 1868―1912--明治維新 1868―1872
ndc9:210.62,skos:Concept,日本史--近代 1868―．明治時代 1868―1912--士族の反乱と台湾出兵 1873―1877
ndc9:210.621,skos:Concept,日本史--士族の反乱と台湾出兵 1873―1877--征韓論
ndc9:210.622,skos:Concept,日本史--士族の反乱と台湾出兵 1873―1877--佐賀の乱 1874
ndc9:210.623,skos:Concept,日本史--士族の反乱と台湾出兵 1873―1877--江華島事件 1875
ndc9:210.624,skos:Concept,日本史--士族の反乱と台湾出兵 1873―1877--神風連・秋月・萩の乱 1876
ndc9:210.627,skos:Concept,日本史--士族の反乱と台湾出兵 1873―1877--西南戦争 1877
ndc9:210.629,skos:Concept,日本史--士族の反乱と台湾出兵 1873―1877--台湾出兵 1874
ndc9:210.63,skos:Concept,日本史--近代 1868―．明治時代 1868―1912--京城事変と自由民権運動 1877―1885
ndc9:210.632,skos:Concept,日本史--京城事変と自由民権運動 1877―1885--壬午事変 1882．甲申事変 1884
ndc9:210.635,skos:Concept,日本史--京城事変と自由民権運動 1877―1885--自由民権諸事件：福島事件 1882．加波山事件 1884．秩父事件 1884
ndc9:210.64,skos:Concept,日本史--近代 1868―．明治時代 1868―1912--憲法発布前後 1885―1892．大津事件 1891
ndc9:210.65,skos:Concept,日本史--近代 1868―．明治時代 1868―1912--日清戦争前後 1892―1898．条約改正．三国干渉 1895
ndc9:210.66,skos:Concept,日本史--近代 1868―．明治時代 1868―1912--北清事変前後 1898―1902
ndc9:210.67,skos:Concept,日本史--近代 1868―．明治時代 1868―1912--日露戦争前後 1902―1908．日英同盟締結 1902
ndc9:210.68,skos:Concept,日本史--近代 1868―．明治時代 1868―1912--韓国併合前後 1908―1912．大逆事件 1910
ndc9:210.69,skos:Concept,日本史--大正時代 1912―1926
ndc9:210.7,skos:Concept,日本史--昭和・平成時代 1927―
ndc9:210.74,skos:Concept,日本史--昭和・平成時代 1927―--日中戦争 1937―1945
ndc9:210.75,skos:Concept,日本史--昭和・平成時代 1927―--太平洋戦争 1941―1945
ndc9:210.76,skos:Concept,日本史--昭和・平成時代 1927―--太平洋戦争後 1945―
ndc9:210.762,skos:Concept,（日本史--日本--歴史--1945-1952，日本管理政策）
ndc9:210.77,skos:Concept,（日本史--日本--歴史--平成時代）
ndc9:211.1,skos:Concept,日本史--北海道地方--道北：宗谷支庁，網走支庁［北見国］
ndc9:211.2,skos:Concept,日本史--北海道地方--道東：根室支庁，釧路支庁［根室国．釧路国］
ndc9:211.3,skos:Concept,日本史--北海道地方--十勝支庁［十勝国］
ndc9:211.4,skos:Concept,日本史--北海道地方--上川支庁．日高支庁［日高国］
ndc9:211.5,skos:Concept,日本史--北海道地方--道央：石狩支庁，空知支庁［石狩国］
ndc9:211.6,skos:Concept,日本史--北海道地方--道西：留萌支庁［天塩国］
ndc9:211.7,skos:Concept,日本史--北海道地方--後志支庁．胆振支庁［後志国．胆振国］
ndc9:211.8,skos:Concept,日本史--北海道地方--道南：渡島支庁，檜山支庁［渡島国］
ndc9:211.9,skos:Concept,日本史--北海道地方--千島列島［千島国］
ndc9:212.1,skos:Concept,日本史--東北地方--青森県［陸奥国］
ndc9:212.2,skos:Concept,日本史--東北地方--岩手県［陸中国］
ndc9:212.3,skos:Concept,日本史--東北地方--宮城県［陸前国］
ndc9:212.4,skos:Concept,日本史--東北地方--秋田県［羽後国］
ndc9:212.5,skos:Concept,日本史--東北地方--山形県［羽前国］
ndc9:212.6,skos:Concept,日本史--東北地方--福島県［岩代国．磐城国］
ndc9:213.1,skos:Concept,日本史--関東地方--茨城県［常陸国］
ndc9:213.2,skos:Concept,日本史--関東地方--栃木県［下野国］
ndc9:213.3,skos:Concept,日本史--関東地方--群馬県［上野国］
ndc9:213.4,skos:Concept,日本史--関東地方--埼玉県［武蔵国］
ndc9:213.5,skos:Concept,日本史--関東地方--千葉県［上総国．下総国．安房国］
ndc9:213.6,skos:Concept,日本史--関東地方--東京都
ndc9:213.61,skos:Concept,日本史--関東地方--東京都--区部
ndc9:213.65,skos:Concept,日本史--関東地方--東京都--市部．郡部
ndc9:213.69,skos:Concept,日本史--関東地方--東京都--島部
ndc9:213.7,skos:Concept,日本史--関東地方--神奈川県［相模国］
ndc9:214.1,skos:Concept,日本史--北陸地方--新潟県［越後国．佐渡国］
ndc9:214.2,skos:Concept,日本史--北陸地方--富山県［越中国］
ndc9:214.3,skos:Concept,日本史--北陸地方--石川県［加賀国．能登国］
ndc9:214.4,skos:Concept,日本史--北陸地方--福井県［越前国．若狭国］
ndc9:215.1,skos:Concept,日本史--中部地方：東山・東海地方--山梨県［甲斐国］
ndc9:215.2,skos:Concept,日本史--中部地方：東山・東海地方--長野県［信濃国］
ndc9:215.3,skos:Concept,日本史--中部地方：東山・東海地方--岐阜県［飛騨国．美濃国］
ndc9:215.4,skos:Concept,日本史--中部地方：東山・東海地方--静岡県［伊豆国．駿河国．遠江国］
ndc9:215.5,skos:Concept,日本史--中部地方：東山・東海地方--愛知県［尾張国．三河国］
ndc9:215.6,skos:Concept,日本史--中部地方：東山・東海地方--三重県［伊勢国．伊賀国．志摩国］
ndc9:216.1,skos:Concept,日本史--近畿地方--滋賀県［近江国］
ndc9:216.2,skos:Concept,日本史--近畿地方--京都府［山城国．丹波国．丹後国］
ndc9:216.3,skos:Concept,日本史--近畿地方--大阪府［和泉国．河内国．摂津国］
ndc9:216.4,skos:Concept,日本史--近畿地方--兵庫県［播磨国．但馬国．淡路国．西摂．西丹］
ndc9:216.5,skos:Concept,日本史--近畿地方--奈良県［大和国］
ndc9:216.6,skos:Concept,日本史--近畿地方--和歌山県［紀伊国］
ndc9:217.1,skos:Concept,日本史--中国地方--山陰地方
ndc9:217.2,skos:Concept,日本史--中国地方--鳥取県［因幡国．伯耆国］
ndc9:217.3,skos:Concept,日本史--中国地方--島根県［出雲国．石見国．隠岐国］
ndc9:217.4,skos:Concept,日本史--中国地方--山陽地方
ndc9:217.5,skos:Concept,日本史--中国地方--岡山県［備前国．備中国．美作国］
ndc9:217.6,skos:Concept,日本史--中国地方--広島県［安芸国．備後国］
ndc9:217.7,skos:Concept,日本史--中国地方--山口県［周防国．長門国］
ndc9:218.1,skos:Concept,日本史--四国地方--徳島県［阿波国］
ndc9:218.2,skos:Concept,日本史--四国地方--香川県［讃岐国］
ndc9:218.3,skos:Concept,日本史--四国地方--愛媛県［伊予国］
ndc9:218.4,skos:Concept,日本史--四国地方--高知県［土佐国］
ndc9:219.1,skos:Concept,日本史--九州地方--福岡県［筑前国．筑後国．豊前国］
ndc9:219.2,skos:Concept,日本史--九州地方--佐賀県［肥前国］
ndc9:219.3,skos:Concept,日本史--九州地方--長崎県［壱岐国．対馬国．西肥］
ndc9:219.4,skos:Concept,日本史--九州地方--熊本県［肥後国］
ndc9:219.5,skos:Concept,日本史--九州地方--大分県［豊後国．北豊］
ndc9:219.6,skos:Concept,日本史--九州地方--宮崎県［日向国］
ndc9:219.7,skos:Concept,日本史--九州地方--鹿児島県［薩摩国．大隅国］
ndc9:219.9,skos:Concept,日本史--九州地方--沖繩県［琉球国］
ndc9:220.028,skos:Concept,（アジア史．東洋史--東洋学者）
ndc9:220.6,skos:Concept,アジア史．東洋史--19世紀
ndc9:220.7,skos:Concept,アジア史．東洋史--20世紀―
ndc9:221.001,skos:Concept,（朝鮮--朝鮮史学）
ndc9:221.01,skos:Concept,アジア史．東洋史--朝鮮--通史：興亡史，文化史，民族史，災異史，対外交渉史
ndc9:221.02,skos:Concept,アジア史．東洋史--朝鮮--原始時代
ndc9:221.03,skos:Concept,アジア史．東洋史--朝鮮--古代 ―918
ndc9:221.031,skos:Concept,アジア史．東洋史--朝鮮--古代 ―918--古朝鮮：檀君，箕子，衛氏
ndc9:221.032,skos:Concept,アジア史．東洋史--朝鮮--古代 ―918--漢の4郡：楽浪，臨屯，真番，玄莵
ndc9:221.033,skos:Concept,アジア史．東洋史--朝鮮--古代 ―918--楽浪郡．帯方郡
ndc9:221.034,skos:Concept,アジア史．東洋史--朝鮮--古代 ―918--三韓：馬韓，辰韓，弁韓
ndc9:221.035,skos:Concept,アジア史．東洋史--朝鮮--古代 ―918--三国時代：新羅，高句麗，百済
ndc9:221.036,skos:Concept,アジア史．東洋史--朝鮮--古代 ―918--任那．加羅諸国
ndc9:221.04,skos:Concept,アジア史．東洋史--朝鮮--高麗時代 918―1392
ndc9:221.05,skos:Concept,アジア史．東洋史--朝鮮--李朝時代 1392―1910．壬午・甲申事変．東学党の乱
ndc9:221.06,skos:Concept,アジア史．東洋史--朝鮮--日本統治時代 1910―1945
ndc9:221.07,skos:Concept,アジア史．東洋史--朝鮮--独立以後 1945―
ndc9:221.1,skos:Concept,アジア史．東洋史--朝鮮--関北地方：咸鏡道，両江道
ndc9:221.2,skos:Concept,アジア史．東洋史--朝鮮--西北地方：平安道，慈江道
ndc9:221.3,skos:Concept,アジア史．東洋史--朝鮮--黄海道
ndc9:221.4,skos:Concept,アジア史．東洋史--朝鮮--京畿地方：京畿道，ソウル特別市
ndc9:221.5,skos:Concept,アジア史．東洋史--朝鮮--江原地方：江原道
ndc9:221.6,skos:Concept,アジア史．東洋史--朝鮮--湖西地方：忠清道
ndc9:221.7,skos:Concept,アジア史．東洋史--朝鮮--湖南地方：全羅道
ndc9:221.8,skos:Concept,アジア史．東洋史--朝鮮--嶺南地方：慶尚道
ndc9:221.9,skos:Concept,アジア史．東洋史--朝鮮--済州島
ndc9:222.001,skos:Concept,（中国--中国史学）
ndc9:222.01,skos:Concept,アジア史．東洋史--中国--通史：興亡史，文化史，民族史，災異史，対外交渉史
ndc9:222.02,skos:Concept,アジア史．東洋史--中国--原始時代
ndc9:222.03,skos:Concept,アジア史．東洋史--中国--殷［商］・周・春秋戦国時代
ndc9:222.04,skos:Concept,アジア史．東洋史--中国--秦漢・魏晋南北朝・隋唐時代
ndc9:222.041,skos:Concept,アジア史．東洋史--中国--秦漢・魏晋南北朝・隋唐時代--秦時代 221―206BC．秦漢時代
ndc9:222.042,skos:Concept,アジア史．東洋史--中国--秦漢・魏晋南北朝・隋唐時代--漢時代 202BC―220AD：前漢，新，後漢
ndc9:222.043,skos:Concept,アジア史．東洋史--中国--秦漢・魏晋南北朝・隋唐時代--三国時代 220―280：魏，蜀，呉
ndc9:222.044,skos:Concept,アジア史．東洋史--中国--秦漢・魏晋南北朝・隋唐時代--晋時代 265―420：西晋，東晋
ndc9:222.045,skos:Concept,アジア史．東洋史--中国--秦漢・魏晋南北朝・隋唐時代--五胡十六国時代 304―439：匈奴，羯，鮮卑，てい，羌
ndc9:222.046,skos:Concept,アジア史．東洋史--中国--秦漢・魏晋南北朝・隋唐時代--南北朝時代 439―589
ndc9:222.047,skos:Concept,アジア史．東洋史--中国--秦漢・魏晋南北朝・隋唐時代--隋時代 581―618
ndc9:222.048,skos:Concept,アジア史．東洋史--中国--秦漢・魏晋南北朝・隋唐時代--唐時代 618―907．安禄山の乱
ndc9:222.05,skos:Concept,アジア史．東洋史--中国--五代・宋元明時代 907―1644
ndc9:222.051,skos:Concept,アジア史．東洋史--中国--五代・宋元明時代 907―1644--五代十国 907―960
ndc9:222.052,skos:Concept,アジア史．東洋史--中国--五代・宋元明時代 907―1644--遼．契丹 916―1125
ndc9:222.053,skos:Concept,アジア史．東洋史--中国--五代・宋元明時代 907―1644--宋時代 960―1279：北宋 960―1127
ndc9:222.054,skos:Concept,アジア史．東洋史--中国--宋時代 960―1279：北宋 960―1127--南宋 1127―1279
ndc9:222.055,skos:Concept,アジア史．東洋史--中国--宋時代 960―1279：北宋 960―1127--西夏［大夏］1038―1227
ndc9:222.056,skos:Concept,アジア史．東洋史--中国--宋時代 960―1279：北宋 960―1127--金［女真］1115―1234
ndc9:222.057,skos:Concept,アジア史．東洋史--中国--五代・宋元明時代 907―1644--元時代 1279―1368．蒙古時代
ndc9:222.058,skos:Concept,アジア史．東洋史--中国--五代・宋元明時代 907―1644--明時代 1368―1644
ndc9:222.06,skos:Concept,アジア史．東洋史--中国--清時代 1616―1912
ndc9:222.065,skos:Concept,アジア史．東洋史--中国--清時代 1616―1912--アヘン戦争 1840―1842．回匪の乱 1847
ndc9:222.066,skos:Concept,アジア史．東洋史--中国--清時代 1616―1912--太平天国 1850―1864．アロー号事件 1856
ndc9:222.068,skos:Concept,アジア史．東洋史--中国--清時代 1616―1912--清仏戦争 1884―1885．日清戦争 1894―1895
ndc9:222.07,skos:Concept,アジア史．東洋史--中国--中華民国時代 1911―1949
ndc9:222.071,skos:Concept,アジア史．東洋史--中国--中華民国時代 1911―1949--辛亥革命．第二革命．帝制．広東軍政府．南北戦争
ndc9:222.072,skos:Concept,アジア史．東洋史--中国--中華民国時代 1911―1949--五・四運動 1919―1923
ndc9:222.073,skos:Concept,アジア史．東洋史--中国--中華民国時代 1911―1949--第1次国内戦争 1924―1927
ndc9:222.074,skos:Concept,アジア史．東洋史--中国--中華民国時代 1911―1949--第2次国内戦争 1927―1936
